Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-18,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,2022-01-18,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-18,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-01-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,2022-01-18,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-18,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-19,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Barbeque,Food,2022-01-19,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-01-19,Credit,1.5,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-01-19,Credit,1.5,1,3.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-19,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-19,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-19,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-19,Credit,2.5,1,4.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-19,Credit,2.0,1,4.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,2022-01-19,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-19,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-01-19,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-19,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-19,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,2022-01-19,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,2022-01-19,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Food,2022-01-19,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Newtons Fig Bar,Food,2022-01-19,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-01-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-20,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond Butter,Carbonated,2022-01-20,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-20,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond Butter,Carbonated,2022-01-20,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-01-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-20,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-20,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-01-20,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Ruffles Baked  - Cheddar & Sour Cream,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,2022-01-20,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Nature's Valley Chewy Granola Bar - Fruit & N,Food,2022-01-20,Cash,1.25,1,1.25
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-01-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-20,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,2022-01-20,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Food,2022-01-20,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,2022-01-20,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - Squeezed Lemonade,Water,2022-01-20,Cash,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-20,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-20,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-20,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,2022-01-21,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,2022-01-21,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-21,Cash,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-21,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Food,2022-01-21,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Cheetos Baked - Flaming Hot,Food,2022-01-21,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-21,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,V8 Vegetable Juice - Original,Non Carbonated,2022-01-21,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-21,Credit,1.5,1,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-21,Credit,2.0,1,3.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-21,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-21,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-01-21,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Carbonated,2022-01-21,Cash,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,2022-01-21,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-01-21,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,2022-01-21,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-21,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Molokai Coconut,Non Carbonated,2022-01-22,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Food,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-01-22,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-01-22,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-01-22,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-01-22,Credit,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,2022-01-22,Credit,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - Squeezed Lemonade,Water,2022-01-22,Credit,2.75,1,2.75
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,2022-01-23,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Double Cheese,Food,2022-01-23,Cash,1.25,1,1.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-01-23,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-01-23,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-01-24,Cash,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Vitamin Water - Ice Cool Blue Lavender,Water,2022-01-24,Cash,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Water,2022-01-24,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-24,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-24,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-24,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,2022-01-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-01-24,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Belvita Breakfast Cookies - Blueberry,Food,2022-01-24,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-01-24,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,2022-01-24,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Food,2022-01-24,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-01-24,Credit,1.5,2,3.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Carbonated,2022-01-24,Credit,1.25,2,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-01-25,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,2022-01-25,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-01-25,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond Butter,Carbonated,2022-01-25,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-25,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-01-25,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Lays Baked - Barbecue,Food,2022-01-25,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-25,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-25,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-01-25,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-25,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-26,Cash,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,V8 Vegetable Juice - Original,Non Carbonated,2022-01-26,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-01-26,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,2022-01-26,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-26,Credit,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-26,Credit,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-26,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-01-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-26,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2022-01-27,Credit,1.5,1,4.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-27,Credit,1.5,1,4.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-27,Credit,1.5,1,4.5
Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond Butter,Carbonated,2022-01-27,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-01-27,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,2022-01-27,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-01-27,Cash,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,NuGo Dark Chocolate - Choc Chip,Food,2022-01-27,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Lays Baked - Original,Food,2022-01-27,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-27,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Oreo Single Server 6 ct,Food,2022-01-27,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-27,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-27,Cash,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,Ritz Bits Cheese,Food,2022-01-27,Cash,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2022-01-27,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-01-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-01-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-28,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-28,Cash,1.0,1,1.0
Earle Asphalt,Earle Asphalt x1371,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,2022-01-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-01-28,Credit,1.5,2,6.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-28,Credit,3.0,1,6.0
Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,2022-01-28,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,NuGo Dark Chocolate - Choc Chip,Food,2022-01-28,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,2022-01-28,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,2022-01-28,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-01-28,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,2022-01-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-28,Cash,1.0,1,1.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Good Health Veggie Stix - Sea Salt,Food,2022-01-28,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-28,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-01-28,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-01-28,Credit,1.5,2,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,2022-01-28,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-01-28,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-28,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-28,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-28,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,2022-01-28,Cash,1.0,1,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-01-28,Cash,3.0,1,3.0
